ConcatUF+Mun,IBGE,IBGE7,UF,Município,Região
RJQuatis,330412,3304128,RJ,Quatis,Região Sudeste
RJQueimados,330414,3304144,RJ,Queimados,Região Sudeste
RJQuissamã,330415,3304151,RJ,Quissamã,Região Sudeste
RJResende,330420,3304201,RJ,Resende,Região Sudeste
RJRio Bonito,330430,3304300,RJ,Rio Bonito,Região Sudeste
RJRio Claro,330440,3304409,RJ,Rio Claro,Região Sudeste
RJRio Das Flores,330450,3304508,RJ,Rio Das Flores,Região Sudeste
RJRio Das Ostras,330452,3304524,RJ,Rio Das Ostras,Região Sudeste
RJRio de Janeiro,330455,3304557,RJ,Rio de Janeiro,Região Sudeste
RJSanta Maria Madalena,330460,3304607,RJ,Santa Maria Madalena,Região Sudeste
RJSanto Antônio de Pádua,330470,3304706,RJ,Santo Antônio de Pádua,Região Sudeste
RJSão Francisco de Itabapoana,330475,3304755,RJ,São Francisco de Itabapoana,Região Sudeste
RJSão Fidélis,330480,3304805,RJ,São Fidélis,Região Sudeste
RJSão Gonçalo,330490,3304904,RJ,São Gonçalo,Região Sudeste
RJSão João da Barra,330500,3305000,RJ,São João da Barra,Região Sudeste
RJSão João de Meriti,330510,3305109,RJ,São João de Meriti,Região Sudeste
RJSão José de Ubá,330513,3305133,RJ,São José de Ubá,Região Sudeste
RJSão José do Vale do Rio Preto,330515,3305158,RJ,São José do Vale do Rio Preto,Região Sudeste
RJSão Pedro da Aldeia,330520,3305208,RJ,São Pedro da Aldeia,Região Sudeste
RJSão Sebastião do Alto,330530,3305307,RJ,São Sebastião do Alto,Região Sudeste
RJSapucaia,330540,3305406,RJ,Sapucaia,Região Sudeste
RJSaquarema,330550,3305505,RJ,Saquarema,Região Sudeste
RJSeropédica,330555,3305554,RJ,Seropédica,Região Sudeste
RJSilva Jardim,330560,3305604,RJ,Silva Jardim,Região Sudeste
RJSumidouro,330570,3305703,RJ,Sumidouro,Região Sudeste
RJTanguá,330575,3305752,RJ,Tanguá,Região Sudeste
RJTeresópolis,330580,3305802,RJ,Teresópolis,Região Sudeste
RJTrajano de Morais,330590,3305901,RJ,Trajano de Morais,Região Sudeste
RJTrês Rios,330600,3306008,RJ,Três Rios,Região Sudeste
RJValença,330610,3306107,RJ,Valença,Região Sudeste
RJVarre-sai,330615,3306156,RJ,Varre-sai,Região Sudeste
RJVassouras,330620,3306206,RJ,Vassouras,Região Sudeste
RJVolta Redonda,330630,3306305,RJ,Volta Redonda,Região Sudeste
SPAdamantina,350010,3500105,SP,Adamantina,Região Sudeste
SPAdolfo,350020,3500204,SP,Adolfo,Região Sudeste
SPAguaí,350030,3500303,SP,Aguaí,Região Sudeste
SPÁguas da Prata,350040,3500402,SP,Águas da Prata,Região Sudeste
SPÁguas de Lindóia,350050,3500501,SP,Águas de Lindóia,Região Sudeste
SPÁguas de Santa Bárbara,350055,3500550,SP,Águas de Santa Bárbara,Região Sudeste
SPÁguas de São Pedro,350060,3500600,SP,Águas de São Pedro,Região Sudeste
SPAgudos,350070,3500709,SP,Agudos,Região Sudeste
SPAlambari,350075,3500758,SP,Alambari,Região Sudeste
SPAlfredo Marcondes,350080,3500808,SP,Alfredo Marcondes,Região Sudeste
SPAltair,350090,3500907,SP,Altair,Região Sudeste
SPAltinópolis,350100,3501004,SP,Altinópolis,Região Sudeste
SPAlto Alegre,350110,3501103,SP,Alto Alegre,Região Sudeste
SPAlumínio,350115,3501152,SP,Alumínio,Região Sudeste
SPÁlvares Florence,350120,3501202,SP,Álvares Florence,Região Sudeste
SPÁlvares Machado,350130,3501301,SP,Álvares Machado,Região Sudeste
SPÁlvaro de Carvalho,350140,3501400,SP,Álvaro de Carvalho,Região Sudeste
SPAlvinlândia,350150,3501509,SP,Alvinlândia,Região Sudeste
SPAmericana,350160,3501608,SP,Americana,Região Sudeste
SPAmérico Brasiliense,350170,3501707,SP,Américo Brasiliense,Região Sudeste
SPAmérico de Campos,350180,3501806,SP,Américo de Campos,Região Sudeste
SPAmparo,350190,3501905,SP,Amparo,Região Sudeste
SPAnalândia,350200,3502002,SP,Analândia,Região Sudeste
SPAndradina,350210,3502101,SP,Andradina,Região Sudeste
SPAngatuba,350220,3502200,SP,Angatuba,Região Sudeste
SPAnhembi,350230,3502309,SP,Anhembi,Região Sudeste
SPAnhumas,350240,3502408,SP,Anhumas,Região Sudeste
SPAparecida,350250,3502507,SP,Aparecida,Região Sudeste
SPAparecida D'oeste,350260,3502606,SP,Aparecida D´oeste,Região Sudeste
SPApiaí,350270,3502705,SP,Apiaí,Região Sudeste
SPAraçariguama,350275,3502754,SP,Araçariguama,Região Sudeste
SPAraçatuba,350280,3502804,SP,Araçatuba,Região Sudeste
SPAraçoiaba da Serra,350290,3502903,SP,Araçoiaba da Serra,Região Sudeste
SPAramina,350300,3503000,SP,Aramina,Região Sudeste
SPArandu,350310,3503109,SP,Arandu,Região Sudeste
SPArapeí,350315,3503158,SP,Arapeí,Região Sudeste
SPAraraquara,350320,3503208,SP,Araraquara,Região Sudeste
SPAraras,350330,3503307,SP,Araras,Região Sudeste
SPArco-íris,350335,3503356,SP,Arco-íris,Região Sudeste
SPArealva,350340,3503406,SP,Arealva,Região Sudeste
SPAreias,350350,3503505,SP,Areias,Região Sudeste
SPAreiópolis,350360,3503604,SP,Areiópolis,Região Sudeste
SPAriranha,350370,3503703,SP,Ariranha,Região Sudeste
SPArtur Nogueira,350380,3503802,SP,Artur Nogueira,Região Sudeste
SPArujá,350390,3503901,SP,Arujá,Região Sudeste
SPAspásia,350395,3503950,SP,Aspásia,Região Sudeste
SPAssis,350400,3504008,SP,Assis,Região Sudeste
SPAtibaia,350410,3504107,SP,Atibaia,Região Sudeste
SPAuriflama,350420,3504206,SP,Auriflama,Região Sudeste
SPAvaí,350430,3504305,SP,Avaí,Região Sudeste
SPAvanhandava,350440,3504404,SP,Avanhandava,Região Sudeste
SPAvaré,350450,3504503,SP,Avaré,Região Sudeste
SPBady Bassitt,350460,3504602,SP,Bady Bassitt,Região Sudeste
SPBalbinos,350470,3504701,SP,Balbinos,Região Sudeste
SPBálsamo,350480,3504800,SP,Bálsamo,Região Sudeste
SPBananal,350490,3504909,SP,Bananal,Região Sudeste
SPBarão de Antonina,350500,3505005,SP,Barão de Antonina,Região Sudeste
SPBarbosa,350510,3505104,SP,Barbosa,Região Sudeste
SPBariri,350520,3505203,SP,Bariri,Região Sudeste
SPBarra Bonita,350530,3505302,SP,Barra Bonita,Região Sudeste
SPBarra do Chapéu,350535,3505351,SP,Barra do Chapéu,Região Sudeste
SPBarra do Turvo,350540,3505401,SP,Barra do Turvo,Região Sudeste
SPBarretos,350550,3505500,SP,Barretos,Região Sudeste
SPBarrinha,350560,3505609,SP,Barrinha,Região Sudeste
SPBarueri,350570,3505708,SP,Barueri,Região Sudeste
SPBastos,350580,3505807,SP,Bastos,Região Sudeste
SPBatatais,350590,3505906,SP,Batatais,Região Sudeste
SPBauru,350600,3506003,SP,Bauru,Região Sudeste
SPBebedouro,350610,3506102,SP,Bebedouro,Região Sudeste
SPBento de Abreu,350620,3506201,SP,Bento de Abreu,Região Sudeste
SPBernardino de Campos,350630,3506300,SP,Bernardino de Campos,Região Sudeste
SPBertioga,350635,3506359,SP,Bertioga,Região Sudeste
SPBilac,350640,3506409,SP,Bilac,Região Sudeste
SPBirigui,350650,3506508,SP,Birigui,Região Sudeste
SPBiritiba-mirim,350660,3506607,SP,Biritiba-mirim,Região Sudeste
SPBoa Esperança do Sul,350670,3506706,SP,Boa Esperança do Sul,Região Sudeste
SPBocaina,350680,3506805,SP,Bocaina,Região Sudeste
SPBofete,350690,3506904,SP,Bofete,Região Sudeste
SPBoituva,350700,3507001,SP,Boituva,Região Sudeste
SPBom Jesus Dos Perdões,350710,3507100,SP,Bom Jesus Dos Perdões,Região Sudeste
SPBom Sucesso de Itararé,350715,3507159,SP,Bom Sucesso de Itararé,Região Sudeste
SPBorá,350720,3507209,SP,Borá,Região Sudeste
SPBoracéia,350730,3507308,SP,Boracéia,Região Sudeste
SPBorborema,350740,3507407,SP,Borborema,Região Sudeste
SPBorebi,350745,3507456,SP,Borebi,Região Sudeste
SPBotucatu,350750,3507506,SP,Botucatu,Região Sudeste
SPBragança Paulista,350760,3507605,SP,Bragança Paulista,Região Sudeste
SPBraúna,350770,3507704,SP,Braúna,Região Sudeste
SPBrejo Alegre,350775,3507753,SP,Brejo Alegre,Região Sudeste
SPBrodowski,350780,3507803,SP,Brodowski,Região Sudeste
SPBrotas,350790,3507902,SP,Brotas,Região Sudeste
SPBuri,350800,3508009,SP,Buri,Região Sudeste
SPBuritama,350810,3508108,SP,Buritama,Região Sudeste
SPBuritizal,350820,3508207,SP,Buritizal,Região Sudeste
SPCabrália Paulista,350830,3508306,SP,Cabrália Paulista,Região Sudeste
SPCabreúva,350840,3508405,SP,Cabreúva,Região Sudeste
SPCaçapava,350850,3508504,SP,Caçapava,Região Sudeste
SPCachoeira Paulista,350860,3508603,SP,Cachoeira Paulista,Região Sudeste
SPCaconde,350870,3508702,SP,Caconde,Região Sudeste
SPCafelândia,350880,3508801,SP,Cafelândia,Região Sudeste
SPCaiabu,350890,3508900,SP,Caiabu,Região Sudeste
SPCaieiras,350900,3509007,SP,Caieiras,Região Sudeste
SPCaiuá,350910,3509106,SP,Caiuá,Região Sudeste
SPCajamar,350920,3509205,SP,Cajamar,Região Sudeste
SPCajati,350925,3509254,SP,Cajati,Região Sudeste
SPCajobi,350930,3509304,SP,Cajobi,Região Sudeste
SPCajuru,350940,3509403,SP,Cajuru,Região Sudeste
SPCampina do Monte Alegre,350945,3509452,SP,Campina do Monte Alegre,Região Sudeste
SPCampinas,350950,3509502,SP,Campinas,Região Sudeste
SPCampo Limpo Paulista,350960,3509601,SP,Campo Limpo Paulista,Região Sudeste
SPCampos do Jordão,350970,3509700,SP,Campos do Jordão,Região Sudeste
SPCampos Novos Paulista,350980,3509809,SP,Campos Novos Paulista,Região Sudeste
SPCananéia,350990,3509908,SP,Cananéia,Região Sudeste
SPCanas,350995,3509957,SP,Canas,Região Sudeste
SPCândido Mota,351000,3510005,SP,Cândido Mota,Região Sudeste
SPCândido Rodrigues,351010,3510104,SP,Cândido Rodrigues,Região Sudeste
SPCanitar,351015,3510153,SP,Canitar,Região Sudeste
SPCapão Bonito,351020,3510203,SP,Capão Bonito,Região Sudeste
SPCapela do Alto,351030,3510302,SP,Capela do Alto,Região Sudeste
SPCapivari,351040,3510401,SP,Capivari,Região Sudeste
SPCaraguatatuba,351050,3510500,SP,Caraguatatuba,Região Sudeste
SPCarapicuíba,351060,3510609,SP,Carapicuíba,Região Sudeste
SPCardoso,351070,3510708,SP,Cardoso,Região Sudeste
SPCasa Branca,351080,3510807,SP,Casa Branca,Região Sudeste
SPCássia Dos Coqueiros,351090,3510906,SP,Cássia Dos Coqueiros,Região Sudeste
SPCastilho,351100,3511003,SP,Castilho,Região Sudeste
SPCatanduva,351110,3511102,SP,Catanduva,Região Sudeste
SPCatiguá,351120,3511201,SP,Catiguá,Região Sudeste
SPCedral,351130,3511300,SP,Cedral,Região Sudeste
SPCerqueira César,351140,3511409,SP,Cerqueira César,Região Sudeste
SPCerquilho,351150,3511508,SP,Cerquilho,Região Sudeste
SPCesário Lange,351160,3511607,SP,Cesário Lange,Região Sudeste
SPCharqueada,351170,3511706,SP,Charqueada,Região Sudeste
SPClementina,351190,3511904,SP,Clementina,Região Sudeste
SPColina,351200,3512001,SP,Colina,Região Sudeste
SPColômbia,351210,3512100,SP,Colômbia,Região Sudeste
